StationName ,County,BeginGageServiceDate,EndGageServiceDate,TotalPrecipitation_inches,WaterYear,Notes_FlaggedResults,x_coord,y_coord
Camel Peak,Plumas,5/24/1971,5/25/1972,50.19,1972,,-121.1011504,39.72418519
Camel Peak,Plumas,5/25/1972,5/26/1973,71.55,1973,,-121.1011504,39.72418519
Camel Peak,Plumas,5/26/1973,5/27/1974,113.6,1974,,-121.1011504,39.72418519
Camel Peak,Plumas,5/27/1974,5/28/1975,70.45,1975,,-121.1011504,39.72418519
Camel Peak,Plumas,5/28/1975,5/29/1976,41.1,1976,,-121.1011504,39.72418519
Camel Peak,Plumas,5/29/1976,5/30/1977,25.2,1977,,-121.1011504,39.72418519
Camel Peak,Plumas,5/30/1977,5/31/1978,109.25,1978,,-121.1011504,39.72418519
Camel Peak,Plumas,5/31/1978,6/1/1979,64.6,1979,,-121.1011504,39.72418519
Camel Peak,Plumas,6/1/1979,6/2/1980,83.77,1980,,-121.1011504,39.72418519
Camel Peak,Plumas,6/2/1980,6/3/1981,48.36,1981,,-121.1011504,39.72418519
Camel Peak,Plumas,6/3/1981,6/4/1982,103.9,1982,,-121.1011504,39.72418519
Camel Peak,Plumas,6/4/1982,6/5/1983,113.3,1983,,-121.1011504,39.72418519
Camel Peak,Plumas,6/5/1983,6/6/1984,,1984,No data,-121.1011504,39.72418519
Camel Peak,Plumas,6/6/1984,6/7/1985,,1985,No data,-121.1011504,39.72418519
Camel Peak,Plumas,6/7/1985,6/8/1986,85.19,1986,,-121.1011504,39.72418519
Camel Peak,Plumas,6/8/1986,6/9/1987,47.47,1987,,-121.1011504,39.72418519
Camel Peak,Plumas,6/9/1987,8/15/1988,49.39,1988,,-121.1011504,39.72418519
Camel Peak,Plumas,8/15/1988,8/15/1989,69.98,1989,,-121.1011504,39.72418519
Camel Peak,Plumas,8/15/1980,8/13/1990,58.93,1990,,-121.1011504,39.72418519
Camel Peak,Plumas,8/13/1990,8/13/1991,49.46,1991,,-121.1011504,39.72418519
Camel Peak,Plumas,8/13/1991,10/5/1992,45.85,1992,,-121.1011504,39.72418519
Camel Peak,Plumas,10/5/1992,7/13/1993,97.18,1993,,-121.1011504,39.72418519
Camel Peak,Plumas,7/13/1993,6/20/1994,33.8,1994,,-121.1011504,39.72418519
Camel Peak,Plumas,6/20/1994,9/11/1995,103.94,1995,,-121.1011504,39.72418519
Camel Peak,Plumas,9/11/1995,7/10/1996,67.99,1996,,-121.1011504,39.72418519
Camel Peak,Plumas,7/10/1996,7/7/1997,62.43,1997,,-121.1011504,39.72418519
Camel Peak,Plumas,7/7/1997,8/6/1998,108.43,1998,,-121.1011504,39.72418519
Camel Peak,Plumas,8/6/1998,9/28/1999,32.85,1999,,-121.1011504,39.72418519
Camel Peak,Plumas,9/28/1999,7/24/2000,75.55,2000,,-121.1011504,39.72418519
Camel Peak,Plumas,7/24/2000,6/4/2001,53.2,2001,,-121.1011504,39.72418519
Camel Peak,Plumas,6/4/2001,6/11/2002,61.55,2002,,-121.1011504,39.72418519
Camel Peak,Plumas,6/11/2002,6/24/2003,67.85,2003,,-121.1011504,39.72418519
Camel Peak,Plumas,6/24/2003,6/21/2004,70.65,2004,,-121.1011504,39.72418519
Camel Peak,Plumas,6/21/2004,9/12/2005,80.65,2005,,-121.1011504,39.72418519
Camel Peak,Plumas,9/12/2005,9/5/2006,118.45,2006,,-121.1011504,39.72418519
Camel Peak,Plumas,9/5/2006,10/16/2007,52.92,2007,Data collection occurred within the next water year,-121.1011504,39.72418519
Camel Peak,Plumas,10/16/2007,9/26/2008,53.04,2008,Data collection occurred within the next water year,-121.1011504,39.72418519
Camel Peak,Plumas,9/26/2008,10/26/2009,78.28,2009,Data collection occurred within the next water year,-121.1011504,39.72418519
Camel Peak,Plumas,10/26/2009,9/2/2010,75.17,2010,,-121.1011504,39.72418519
Camel Peak,Plumas,9/2/2010,8/17/2011,114.76,2011,,-121.1011504,39.72418519
Camel Peak,Plumas,8/17/2011,9/6/2012,49.55,2012,,-121.1011504,39.72418519
Camel Peak,Plumas,9/6/2012,9/6/2013,46.78,2013,,-121.1011504,39.72418519
Camel Peak,Plumas,9/6/2013,9/2/2014,41.55,2014,,-121.1011504,39.72418519
Camel Peak,Plumas,9/2/2014,9/14/2015,,2015,No data,-121.1011504,39.72418519
Camel Peak,Plumas,9/14/2015,9/2/2016,86.55,2016,,-121.1011504,39.72418519
Camel Peak,Plumas,9/2/2016,9/18/2017,114.31,2017,,-121.1011504,39.72418519
Camel Peak,Plumas,9/18/2017,8/28/2018,62.35,2018,,-121.1011504,39.72418519
Camel Peak,Plumas,8/28/2018,9/18/2019,,2019,"Loose pipes, actual reading 24.13",-121.1011504,39.72418519
Camel Peak,Plumas,,,,2020,No Data Station damaged,-121.1011504,39.72418519
Camel Peak,Plumas,,,,2021,No Data Station damaged,-121.1011504,39.72418519
Camel Peak,Plumas,,,,2022,No Data Station damaged,-121.1011504,39.72418519
Camel Peak,Plumas,,,,2023,No Data Station damaged,-121.1011504,39.72418519
Champs Flat,Lassen,10/2/1958,7/12/1959,11.16,1959,,-120.9581271,40.69471952
Champs Flat,Lassen,7/12/1959,7/21/1960,11.39,1960,,-120.9581271,40.69471952
Champs Flat,Lassen,7/21/1960,7/27/1961,10.7,1961,,-120.9581271,40.69471952
Champs Flat,Lassen,7/27/1961,6/18/1962,11.7,1962,,-120.9581271,40.69471952
Champs Flat,Lassen,6/18/1962,7/1/1963,26.49,1963,,-120.9581271,40.69471952
Champs Flat,Lassen,7/1/1963,7/6/1964,15.31,1964,,-120.9581271,40.69471952
Champs Flat,Lassen,7/6/1964,6/28/1965,19.14,1965,,-120.9581271,40.69471952
Champs Flat,Lassen,6/28/1965,6/27/1966,11.53,1966,,-120.9581271,40.69471952
Champs Flat,Lassen,6/27/1966,7/10/1967,19.65,1967,,-120.9581271,40.69471952
Champs Flat,Lassen,7/10/1967,7/15/1968,16.55,1968,,-120.9581271,40.69471952
Champs Flat,Lassen,7/15/1968,8/6/1969,25.9,1969,,-120.9581271,40.69471952
Champs Flat,Lassen,8/6/1969,6/22/1970,22.32,1970,,-120.9581271,40.69471952
Champs Flat,Lassen,6/22/1970,8/9/1971,23.39,1971,,-120.9581271,40.69471952
Champs Flat,Lassen,8/9/1971,7/8/1972,14.45,1972,,-120.9581271,40.69471952
Champs Flat,Lassen,7/8/1972,6/25/1973,16.71,1973,,-120.9581271,40.69471952
Champs Flat,Lassen,6/25/1973,6/17/1974,23.72,1974,,-120.9581271,40.69471952
Champs Flat,Lassen,6/17/1974,6/13/1975,20.68,1975,,-120.9581271,40.69471952
Champs Flat,Lassen,6/13/1975,8/23/1976,15.85,1976,,-120.9581271,40.69471952
Champs Flat,Lassen,8/23/1976,6/20/1977,12.29,1977,,-120.9581271,40.69471952
Champs Flat,Lassen,6/20/1977,6/21/1978,19.38,1978,,-120.9581271,40.69471952
Champs Flat,Lassen,6/21/1978,6/18/1979,13.43,1979,,-120.9581271,40.69471952
Champs Flat,Lassen,6/18/1979,6/16/1980,22,1980,,-120.9581271,40.69471952
Champs Flat,Lassen,6/16/1980,6/8/1981,16.65,1981,,-120.9581271,40.69471952
Champs Flat,Lassen,6/8/1981,8/9/1982,29.4,1982,,-120.9581271,40.69471952
Champs Flat,Lassen,8/9/1982,8/15/1983,29.6,1983,,-120.9581271,40.69471952
Champs Flat,Lassen,8/15/1983,7/23/1984,21.75,1984,,-120.9581271,40.69471952
Champs Flat,Lassen,7/23/1984,6/17/1985,12.2,1985,,-120.9581271,40.69471952
Champs Flat,Lassen,6/17/1985,6/16/1986,24.15,1986,,-120.9581271,40.69471952
Champs Flat,Lassen,6/16/1986,6/1/1987,13.31,1987,,-120.9581271,40.69471952
Champs Flat,Lassen,6/1/1987,6/14/1988,11.6,1988,,-120.9581271,40.69471952
Champs Flat,Lassen,6/14/1988,6/12/1989,19.4,1989,,-120.9581271,40.69471952
Champs Flat,Lassen,6/12/1989,6/11/1990,18.21,1990,,-120.9581271,40.69471952
Champs Flat,Lassen,6/11/1990,6/10/1991,18.14,1991,,-120.9581271,40.69471952
Champs Flat,Lassen,6/10/1991,6/8/1992,12.33,1992,,-120.9581271,40.69471952
Champs Flat,Lassen,6/8/1992,6/14/1993,27.54,1993,,-120.9581271,40.69471952
Champs Flat,Lassen,6/14/1993,6/6/1994,14.23,1994,,-120.9581271,40.69471952
Champs Flat,Lassen,6/6/1994,9/14/1995,34.45,1995,,-120.9581271,40.69471952
Champs Flat,Lassen,9/14/1995,7/22/1996,27.35,1996,,-120.9581271,40.69471952
Champs Flat,Lassen,7/22/1996,7/9/1997,20.15,1997,,-120.9581271,40.69471952
Champs Flat,Lassen,7/9/1997,7/31/1998,29.95,1998,,-120.9581271,40.69471952
Champs Flat,Lassen,7/31/1998,9/14/1999,18.65,1999,,-120.9581271,40.69471952
Champs Flat,Lassen,9/14/1999,6/5/2000,14.9,2000,,-120.9581271,40.69471952
Champs Flat,Lassen,6/5/2000,6/18/2001,7.56,2001,,-120.9581271,40.69471952
Champs Flat,Lassen,6/18/2001,6/17/2002,13.8,2002,,-120.9581271,40.69471952
Champs Flat,Lassen,6/17/2002,6/10/2003,10.36,2003,,-120.9581271,40.69471952
Champs Flat,Lassen,6/10/2003,6/28/2004,19.9,2004,,-120.9581271,40.69471952
Champs Flat,Lassen,6/28/2004,9/14/2005,19.6,2005,,-120.9581271,40.69471952
Champs Flat,Lassen,9/14/2005,9/25/2006,26.45,2006,,-120.9581271,40.69471952
Champs Flat,Lassen,9/25/2006,10/2/2007,10.67,2007,Data collection occurred within the next water year,-120.9581271,40.69471952
Champs Flat,Lassen,10/2/2007,10/10/2008,10.06,2008,Data collection occurred within the next water year,-120.9581271,40.69471952
Champs Flat,Lassen,10/10/2008,10/7/2009,14.1,2009,Data collection occurred within the next water year,-120.9581271,40.69471952
Champs Flat,Lassen,10/7/2009,9/16/2010,16.31,2010,,-120.9581271,40.69471952
Champs Flat,Lassen,9/16/2010,8/12/2011,21.54,2011,,-120.9581271,40.69471952
Champs Flat,Lassen,8/12/2011,9/12/2012,11.75,2012,,-120.9581271,40.69471952
Champs Flat,Lassen,9/12/2012,9/18/2013,15.59,2013,,-120.9581271,40.69471952
Champs Flat,Lassen,9/18/2013,9/4/2014,10.25,2014,,-120.9581271,40.69471952
Champs Flat,Lassen,9/4/2014,9/16/2015,17.87,2015,,-120.9581271,40.69471952
Champs Flat,Lassen,9/16/2015,9/1/2016,24.15,2016,,-120.9581271,40.69471952
Champs Flat,Lassen,9/1/2016,9/11/2017,32.21,2017,,-120.9581271,40.69471952
Champs Flat,Lassen,9/11/2017,9/6/2018,26.44,2018,,-120.9581271,40.69471952
Champs Flat,Lassen,9/6/2018,9/12/2019,24.82,2019,,-120.9581271,40.69471952
Champs Flat,Lassen,9/12/2019,9/11/2017,10.86,2020,,-120.9581271,40.69471952
Champs Flat,Lassen,9/11/2020,9/11/2020,,2021,No data,-120.9581271,40.69471952
Champs Flat,Lassen,9/11/2020,8/30/2022,,2022,No data,-120.9581271,40.69471952
Champs Flat,Lassen,8/30/2022,8/29/2023,28.04,2023,,-120.9581271,40.69471952
Clarks Peak,Plumas,,,17.1,1959,No Begin or End Gage Service Date,-120.4935756,40.21358847
Clarks Peak,Plumas,,,18.3,1960,No Begin or End Gage Service Date,-120.4935756,40.21358847
Clarks Peak,Plumas,,,17.88,1961,No Begin or End Gage Service Date,-120.4935756,40.21358847
Clarks Peak,Plumas,,,20.89,1962,No Begin or End Gage Service Date,-120.4935756,40.21358847
Clarks Peak,Plumas,,,29.54,1963,No Begin or End Gage Service Date,-120.4935756,40.21358847
Clarks Peak,Plumas,,,15.6,1964,No Begin or End Gage Service Date,-120.4935756,40.21358847
Clarks Peak,Plumas,,,29.31,1965,No Begin or End Gage Service Date,-120.4935756,40.21358847
Clarks Peak,Plumas,,,10.74,1966,No Begin or End Gage Service Date,-120.4935756,40.21358847
Clarks Peak,Plumas,,,27.47,1967,No Begin or End Gage Service Date,-120.4935756,40.21358847
Clarks Peak,Plumas,,,22.25,1968,No Begin or End Gage Service Date,-120.4935756,40.21358847
Clarks Peak,Plumas,,,31.48,1969,No Begin or End Gage Service Date,-120.4935756,40.21358847
Clarks Peak,Plumas,,,27.02,1970,No Begin or End Gage Service Date,-120.4935756,40.21358847
Clarks Peak,Plumas,,,35.68,1971,No Begin or End Gage Service Date,-120.4935756,40.21358847
Clarks Peak,Plumas,,,21.8,1972,No Begin or End Gage Service Date,-120.4935756,40.21358847
Clarks Peak,Plumas,,,22.21,1973,No Begin or End Gage Service Date,-120.4935756,40.21358847
Clarks Peak,Plumas,,,30.25,1974,No Begin or End Gage Service Date,-120.4935756,40.21358847
Clarks Peak,Plumas,,,26.77,1975,No Begin or End Gage Service Date,-120.4935756,40.21358847
Clarks Peak,Plumas,,,16.42,1976,No Begin or End Gage Service Date,-120.4935756,40.21358847
Clarks Peak,Plumas,,,8.76,1977,No Begin or End Gage Service Date,-120.4935756,40.21358847
Clarks Peak,Plumas,,,23.42,1978,No Begin or End Gage Service Date,-120.4935756,40.21358847
Clarks Peak,Plumas,,,15.2,1979,No Begin or End Gage Service Date,-120.4935756,40.21358847
Clarks Peak,Plumas,,,29.44,1980,No Begin or End Gage Service Date,-120.4935756,40.21358847
Clarks Peak,Plumas,,,15.05,1981,No Begin or End Gage Service Date,-120.4935756,40.21358847
Clarks Peak,Plumas,,,35.94,1982,No Begin or End Gage Service Date,-120.4935756,40.21358847
Clarks Peak,Plumas,,,38.04,1983,No Begin or End Gage Service Date,-120.4935756,40.21358847
Clarks Peak,Plumas,,,25.37,1984,No Begin or End Gage Service Date,-120.4935756,40.21358847
Clarks Peak,Plumas,,,19.49,1985,No Begin or End Gage Service Date,-120.4935756,40.21358847
Clarks Peak,Plumas,,,27.62,1986,No Begin or End Gage Service Date,-120.4935756,40.21358847
Clarks Peak,Plumas,,,17.75,1987,No Begin or End Gage Service Date,-120.4935756,40.21358847
Clarks Peak,Plumas,,,9.83,1988,No Begin or End Gage Service Date,-120.4935756,40.21358847
Clarks Peak,Plumas,,8/16/1989,22.38,1989,No Begin Gage Service Date,-120.4935756,40.21358847
Clarks Peak,Plumas,8/16/1989,8/15/1990,16.66,1990,,-120.4935756,40.21358847
Clarks Peak,Plumas,8/15/1990,8/15/1991,18.35,1991,,-120.4935756,40.21358847
Clarks Peak,Plumas,8/15/1991,10/7/1992,9.95,1992,,-120.4935756,40.21358847
Clarks Peak,Plumas,10/7/1992,6/22/1993,28.33,1993,,-120.4935756,40.21358847
Clarks Peak,Plumas,6/22/1993,6/7/1994,13.17,1994,,-120.4935756,40.21358847
Clarks Peak,Plumas,6/7/1994,9/13/1995,41.69,1995,,-120.4935756,40.21358847
Clarks Peak,Plumas,9/13/1995,7/9/1996,27.59,1996,,-120.4935756,40.21358847
Clarks Peak,Plumas,7/9/1996,7/8/1997,29.73,1997,,-120.4935756,40.21358847
Clarks Peak,Plumas,7/8/1997,7/27/1998,27.33,1998,,-120.4935756,40.21358847
Clarks Peak,Plumas,7/27/1998,9/15/1999,23.9,1999,,-120.4935756,40.21358847
Clarks Peak,Plumas,9/15/1999,7/26/2000,19.5,2000,,-120.4935756,40.21358847
Clarks Peak,Plumas,7/26/2000,6/5/2001,10.25,2001,,-120.4935756,40.21358847
Clarks Peak,Plumas,6/5/2001,6/12/2002,17.65,2002,,-120.4935756,40.21358847
Clarks Peak,Plumas,6/12/2002,6/25/2003,20.1,2003,,-120.4935756,40.21358847
Clarks Peak,Plumas,6/25/2003,6/22/2004,17.2,2004,,-120.4935756,40.21358847
Clarks Peak,Plumas,6/22/2004,9/13/2005,22.1,2005,,-120.4935756,40.21358847
Clarks Peak,Plumas,9/13/2005,9/6/2006,32.3,2006,,-120.4935756,40.21358847
Clarks Peak,Plumas,9/6/2006,10/18/2007,11.81,2007,Data collection occurred within the next water year,-120.4935756,40.21358847
Clarks Peak,Plumas,10/18/2007,10/8/2008,17.57,2008,Data collection occurred within the next water year,-120.4935756,40.21358847
Clarks Peak,Plumas,10/8/2008,10/20/2009,20.15,2009,Data collection occurred within the next water year,-120.4935756,40.21358847
Clarks Peak,Plumas,10/20/2009,9/27/2010,16.28,2010,,-120.4935756,40.21358847
Clarks Peak,Plumas,9/27/2010,9/26/2011,30.51,2011,,-120.4935756,40.21358847
Clarks Peak,Plumas,9/26/2011,9/30/2012,13.62,2012,,-120.4935756,40.21358847
Clarks Peak,Plumas,9/30/2012,9/26/2013,18.98,2013,,-120.4935756,40.21358847
Clarks Peak,Plumas,9/26/2013,9/3/2014,14.86,2014,,-120.4935756,40.21358847
Clarks Peak,Plumas,9/3/2014,9/16/2015,16.89,2015,,-120.4935756,40.21358847
Clarks Peak,Plumas,9/16/2015,9/13/2016,23.34,2016,,-120.4935756,40.21358847
Clarks Peak,Plumas,9/13/2016,9/12/2017,41.72,2017,,-120.4935756,40.21358847
Clarks Peak,Plumas,9/12/2017,9/12/2018,20.91,2018,,-120.4935756,40.21358847
Clarks Peak,Plumas,9/12/2018,9/12/2019,27.96,2019,,-120.4935756,40.21358847
Clarks Peak,Plumas,9/12/2019,9/9/2020,16.89,2020,,-120.4935756,40.21358847
Clarks Peak,Plumas,9/9/2020,9/9/2020,,2021,No data,-120.4935756,40.21358847
Clarks Peak,Plumas,9/9/2020,8/31/2022,,2022,No data,-120.4935756,40.21358847
Clarks Peak,Plumas,8/31/2022,8/30/2023,34.78,2023,,-120.4935756,40.21358847
Clover Valley,Plumas,,,7.22,1966,No Begin or End Gage Service Date,-120.4511231,39.94423631
Clover Valley,Plumas,,,33.53,1967,No Begin or End Gage Service Date,-120.4511231,39.94423631
Clover Valley,Plumas,,,16.7,1968,No Begin or End Gage Service Date,-120.4511231,39.94423631
Clover Valley,Plumas,,,33.87,1969,No Begin or End Gage Service Date,-120.4511231,39.94423631
Clover Valley,Plumas,,,24.22,1970,No Begin or End Gage Service Date,-120.4511231,39.94423631
Clover Valley,Plumas,,,26.12,1971,No Begin or End Gage Service Date,-120.4511231,39.94423631
Clover Valley,Plumas,,,18.41,1972,No Begin or End Gage Service Date,-120.4511231,39.94423631
Clover Valley,Plumas,,,17.36,1973,No Begin or End Gage Service Date,-120.4511231,39.94423631
Clover Valley,Plumas,,,25.53,1974,No Begin or End Gage Service Date,-120.4511231,39.94423631
Clover Valley,Plumas,,,20.54,1975,No Begin or End Gage Service Date,-120.4511231,39.94423631
Clover Valley,Plumas,,,10.6,1976,No Begin or End Gage Service Date,-120.4511231,39.94423631
Clover Valley,Plumas,,,7.28,1977,No Begin or End Gage Service Date,-120.4511231,39.94423631
Clover Valley,Plumas,,,25.13,1978,No Begin or End Gage Service Date,-120.4511231,39.94423631
Clover Valley,Plumas,,,13.33,1979,No Begin or End Gage Service Date,-120.4511231,39.94423631
Clover Valley,Plumas,,,24.57,1980,No Begin or End Gage Service Date,-120.4511231,39.94423631
Clover Valley,Plumas,,,14.5,1981,No Begin or End Gage Service Date,-120.4511231,39.94423631
Clover Valley,Plumas,,,36.21,1982,No Begin or End Gage Service Date,-120.4511231,39.94423631
Clover Valley,Plumas,,,37.66,1983,No Begin or End Gage Service Date,-120.4511231,39.94423631
Clover Valley,Plumas,,,28.26,1984,No Begin or End Gage Service Date,-120.4511231,39.94423631
Clover Valley,Plumas,,,14.9,1985,No Begin or End Gage Service Date,-120.4511231,39.94423631
Clover Valley,Plumas,,,24.03,1986,No Begin or End Gage Service Date,-120.4511231,39.94423631
Clover Valley,Plumas,,,9.81,1987,No Begin or End Gage Service Date,-120.4511231,39.94423631
Clover Valley,Plumas,,,9.67,1988,No Begin or End Gage Service Date,-120.4511231,39.94423631
Clover Valley,Plumas,,,21.69,1989,No Begin or End Gage Service Date,-120.4511231,39.94423631
Clover Valley,Plumas,,,15.94,1990,No Begin or End Gage Service Date,-120.4511231,39.94423631
Clover Valley,Plumas,,,14.6,1991,No Begin or End Gage Service Date,-120.4511231,39.94423631
Clover Valley,Plumas,,,11.35,1992,No Begin or End Gage Service Date,-120.4511231,39.94423631
Clover Valley,Plumas,,,27.46,1993,No Begin or End Gage Service Date,-120.4511231,39.94423631
Clover Valley,Plumas,,,13.02,1994,No Begin or End Gage Service Date,-120.4511231,39.94423631
Clover Valley,Plumas,,,37.65,1995,No Begin or End Gage Service Date,-120.4511231,39.94423631
Clover Valley,Plumas,,7/9/1996,23.45,1996,No Begin Gage Service Date,-120.4511231,39.94423631
Clover Valley,Plumas,7/9/1996,7/8/1997,29.9,1997,,-120.4511231,39.94423631
Clover Valley,Plumas,7/8/1997,7/29/1997,25.87,1998,,-120.4511231,39.94423631
Clover Valley,Plumas,7/29/1997,9/16/1999,25.7,1999,,-120.4511231,39.94423631
Clover Valley,Plumas,9/16/1999,7/25/2000,19.4,2000,,-120.4511231,39.94423631
Clover Valley,Plumas,7/25/2000,6/6/2001,8.8,2001,,-120.4511231,39.94423631
Clover Valley,Plumas,6/6/2001,6/13/2002,12.5,2002,,-120.4511231,39.94423631
Clover Valley,Plumas,6/13/2002,6/25/2003,15.5,2003,,-120.4511231,39.94423631
Clover Valley,Plumas,6/25/2003,6/23/2004,15.25,2004,,-120.4511231,39.94423631
Clover Valley,Plumas,6/23/2004,9/13/2005,6.9,2005,,-120.4511231,39.94423631
Clover Valley,Plumas,9/13/2005,9/6/2006,30.45,2006,,-120.4511231,39.94423631
Clover Valley,Plumas,9/6/2006,10/18/2007,13.76,2007,Data collection occurred within the next water year,-120.4511231,39.94423631
Clover Valley,Plumas,10/18/2007,10/8/2008,14.72,2008,Data collection occurred within the next water year,-120.4511231,39.94423631
Clover Valley,Plumas,10/8/2008,10/21/2009,22.45,2009,Data collection occurred within the next water year,-120.4511231,39.94423631
Clover Valley,Plumas,10/21/2009,9/30/2010,20.01,2010,,-120.4511231,39.94423631
Clover Valley,Plumas,9/30/2010,9/28/2011,30.09,2011,,-120.4511231,39.94423631
Clover Valley,Plumas,9/28/2011,9/30/2012,14.51,2012,,-120.4511231,39.94423631
Clover Valley,Plumas,9/30/2012,9/30/2013,22.42,2013,,-120.4511231,39.94423631
Clover Valley,Plumas,9/30/2013,9/15/2014,11.26,2014,,-120.4511231,39.94423631
Clover Valley,Plumas,9/15/2014,9/15/2015,20.03,2015,,-120.4511231,39.94423631
Clover Valley,Plumas,9/15/2015,9/14/2016,24.36,2016,,-120.4511231,39.94423631
Clover Valley,Plumas,9/14/2016,9/13/2017,42.37,2017,,-120.4511231,39.94423631
Clover Valley,Plumas,9/13/2017,9/24/2018,16.2,2018,,-120.4511231,39.94423631
Clover Valley,Plumas,9/24/2018,9/17/2019,24.65,2019,,-120.4511231,39.94423631
Clover Valley,Plumas,9/17/2019,9/8/2020,16.42,2020,,-120.4511231,39.94423631
Clover Valley,Plumas,9/8/2020,9/8/2020,,2021,No data,-120.4511231,39.94423631
Clover Valley,Plumas,9/8/2020,9/1/2022,,2022,No data,-120.4511231,39.94423631
Clover Valley,Plumas,9/1/2022,8/31/2023,32.42,2023,,-120.4511231,39.94423631
Crowder Flat,Modoc,9/2/1959,7/23/1960,13.27,1960,,-120.7337697,41.8993192
Crowder Flat,Modoc,7/23/1960,6/30/1961,14.15,1961,,-120.7337697,41.8993192
Crowder Flat,Modoc,6/30/1961,6/20/1962,13.81,1962,,-120.7337697,41.8993192
Crowder Flat,Modoc,6/20/1962,7/3/1963,20.11,1963,,-120.7337697,41.8993192
Crowder Flat,Modoc,7/3/1963,7/8/1964,16.72,1964,,-120.7337697,41.8993192
Crowder Flat,Modoc,7/8/1964,6/30/1965,22.9,1965,,-120.7337697,41.8993192
Crowder Flat,Modoc,6/30/1965,6/29/1966,12.85,1966,,-120.7337697,41.8993192
Crowder Flat,Modoc,6/29/1966,7/12/1967,21.25,1967,,-120.7337697,41.8993192
Crowder Flat,Modoc,7/12/1967,7/17/1968,12.1,1968,,-120.7337697,41.8993192
Crowder Flat,Modoc,7/17/1968,8/15/1969,25.03,1969,,-120.7337697,41.8993192
Crowder Flat,Modoc,8/15/1969,6/24/1970,19.62,1970,,-120.7337697,41.8993192
Crowder Flat,Modoc,6/24/1970,8/11/1971,26.91,1971,,-120.7337697,41.8993192
Crowder Flat,Modoc,8/11/1971,7/20/1972,19.35,1972,,-120.7337697,41.8993192
Crowder Flat,Modoc,7/20/1972,6/27/1973,17.03,1973,,-120.7337697,41.8993192
Crowder Flat,Modoc,6/27/1973,6/19/1974,21.91,1974,,-120.7337697,41.8993192
Crowder Flat,Modoc,6/19/1974,6/12/1975,19.66,1975,,-120.7337697,41.8993192
Crowder Flat,Modoc,6/12/1975,8/26/1976,20.75,1976,,-120.7337697,41.8993192
Crowder Flat,Modoc,8/26/1976,6/23/1977,10.72,1977,,-120.7337697,41.8993192
Crowder Flat,Modoc,6/23/1977,7/12/1978,22.94,1978,,-120.7337697,41.8993192
Crowder Flat,Modoc,7/12/1978,6/20/1979,14.68,1979,,-120.7337697,41.8993192
Crowder Flat,Modoc,6/20/1979,6/18/1980,21.7,1980,,-120.7337697,41.8993192
Crowder Flat,Modoc,6/18/1980,6/10/1981,15.6,1981,,-120.7337697,41.8993192
Crowder Flat,Modoc,6/10/1981,8/12/1982,19.4,1982,,-120.7337697,41.8993192
Crowder Flat,Modoc,8/12/1982,8/18/1983,25,1983,,-120.7337697,41.8993192
Crowder Flat,Modoc,8/18/1983,7/26/1984,23.3,1984,,-120.7337697,41.8993192
Crowder Flat,Modoc,7/26/1984,6/20/1985,15.75,1985,,-120.7337697,41.8993192
Crowder Flat,Modoc,6/20/1985,6/19/1986,22.86,1986,,-120.7337697,41.8993192
Crowder Flat,Modoc,6/19/1986,6/4/1987,15.2,1987,,-120.7337697,41.8993192
Crowder Flat,Modoc,6/4/1987,6/16/1988,18.95,1988,,-120.7337697,41.8993192
Crowder Flat,Modoc,6/16/1988,6/12/1989,22.7,1989,,-120.7337697,41.8993192
Crowder Flat,Modoc,6/12/1989,6/15/1990,13.45,1990,,-120.7337697,41.8993192
Crowder Flat,Modoc,6/15/1990,6/14/1991,13.4,1991,,-120.7337697,41.8993192
Crowder Flat,Modoc,6/14/1991,6/11/1992,11.4,1992,,-120.7337697,41.8993192
Crowder Flat,Modoc,6/11/1992,7/14/1993,25.58,1993,,-120.7337697,41.8993192
Crowder Flat,Modoc,7/14/1993,7/9/1994,12.8,1994,,-120.7337697,41.8993192
Crowder Flat,Modoc,7/9/1994,9/19/1995,26.3,1995,,-120.7337697,41.8993192
Crowder Flat,Modoc,9/19/1995,7/16/1996,23.6,1996,,-120.7337697,41.8993192
Crowder Flat,Modoc,7/16/1996,7/11/1997,19.7,1997,,-120.7337697,41.8993192
Crowder Flat,Modoc,7/11/1997,7/31/1998,28.15,1998,,-120.7337697,41.8993192
Crowder Flat,Modoc,7/31/1998,9/21/1999,20,1999,,-120.7337697,41.8993192
Crowder Flat,Modoc,9/21/1999,6/7/2000,14.9,2000,,-120.7337697,41.8993192
Crowder Flat,Modoc,6/7/2000,6/10/2001,10.3,2001,,-120.7337697,41.8993192
Crowder Flat,Modoc,6/10/2001,6/19/2002,17.9,2002,,-120.7337697,41.8993192
Crowder Flat,Modoc,6/19/2002,6/12/2003,25.26,2003,,-120.7337697,41.8993192
Crowder Flat,Modoc,6/12/2003,6/30/2004,17.7,2004,,-120.7337697,41.8993192
Crowder Flat,Modoc,6/30/2004,9/20/2005,19.1,2005,,-120.7337697,41.8993192
Crowder Flat,Modoc,9/20/2005,9/27/2006,22.05,2006,,-120.7337697,41.8993192
Crowder Flat,Modoc,9/27/2006,10/4/2007,10.91,2007,Data collection occurred within the next water year,-120.7337697,41.8993192
Crowder Flat,Modoc,10/4/2007,10/23/2008,19.71,2008,Data collection occurred within the next water year,-120.7337697,41.8993192
